title,address,acess,age,floor,fee,manegement_fee,deposit,qratuity,madori,menseki
エアデージ田園調布,東京都大田区田園調布本町, 東急池上線/雪が谷大塚駅 歩8分 東急東横線/多摩川駅 歩12分 東急東横線/田園調布駅 歩19分 , 築7年 6階建 ,             3階,11万円,5000円,11万円,11万円,1LDK,35.02m2
Ｏｐｕｓ　ｒｅｓｉｄｅｎｃｅ　Ｍｅｇｕｒｏ　Ｓｅｎｚｏｋｕ,東京都大田区北千束２, 東急目黒線/洗足駅 歩5分 東急大井町線/北千束駅 歩5分 東急目黒線/大岡山駅 歩12分 , 築4年 7階建 ,             1階,26.9万円,15000円,26.9万円,-,2SLDK,63.24m2
Ｏｐｕｓ　ｒｅｓｉｄｅｎｃｅ　Ｍｅｇｕｒｏ　Ｓｅｎｚｏｋｕ,東京都大田区北千束２, 東急目黒線/洗足駅 歩5分 東急大井町線/北千束駅 歩5分 東急目黒線/大岡山駅 歩12分 , 築4年 7階建 ,             3階,36.5万円,15000円,36.5万円,-,4LDK,78.18m2
Ｏｐｕｓ　ｒｅｓｉｄｅｎｃｅ　Ｍｅｇｕｒｏ　Ｓｅｎｚｏｋｕ,東京都大田区北千束２, 東急目黒線/洗足駅 歩5分 東急大井町線/北千束駅 歩5分 東急目黒線/大岡山駅 歩12分 , 築4年 7階建 ,             3階,37.5万円,15000円,37.5万円,-,4LDK,78.18m2
ドゥーエ西馬込,東京都大田区中馬込３, 都営浅草線/西馬込駅 歩8分 東急池上線/長原駅 歩20分 東急大井町線/荏原町駅 歩23分 , 築5年 6階建 ,             3階,17.8万円,12000円,17.8万円,17.8万円,2LDK,47.51m2
ドゥーエ西馬込,東京都大田区中馬込３, 都営浅草線/西馬込駅 歩8分 東急池上線/長原駅 歩20分 東急大井町線/荏原町駅 歩23分 , 築5年 6階建 ,             5階,19.3万円,12000円,19.3万円,19.3万円,2LDK,53.86m2
マンション三笠,東京都大田区大森西２, 京急本線/平和島駅 歩6分 京急本線/大森町駅 歩9分 ＪＲ京浜東北線/大森駅 歩20分 , 築24年 3階建 ,             3階,9.5万円,3000円,19万円,-,1LDK,34m2
フローリッシュSI,東京都大田区大森中２, 京急本線/梅屋敷駅 歩9分 京急本線/大森町駅 歩11分 京急本線/京急蒲田駅 歩19分 , 築13年 10階建 ,             5階,16.7万円,11000円,16.7万円,16.7万円,2LDK,54.8m2
フローリッシュSI,東京都大田区大森中２, 京急本線/梅屋敷駅 歩9分 京急本線/大森町駅 歩11分 京急本線/京急蒲田駅 歩19分 , 築13年 10階建 ,             6階,16.8万円,11000円,16.8万円,16.8万円,2LDK,54.8m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             1階,8.5万円,10000円,8.5万円,-,1K,25.33m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             1階,8.5万円,10000円,8.5万円,-,1K,25.33m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             2階,8.7万円,10000円,8.7万円,-,1K,25.2m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             3階,8.8万円,10000円,8.8万円,-,1K,25.2m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             3階,8.8万円,10000円,8.8万円,-,1K,25.2m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             4階,8.9万円,10000円,8.9万円,-,1K,25.3m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             2階,8.9万円,10000円,8.9万円,-,1DK,25.24m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             5階,9万円,10000円,9万円,-,1K,25.6m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             3階,9万円,10000円,9万円,9万円,1DK,25.2m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             3階,9万円,10000円,9万円,-,1DK,25.24m2
アジールコート武蔵新田,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             7階,9.3万円,10000円,9.3万円,-,1DK,26.09m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             1階,8.5万円,10000円,8.5万円,-,1K,25.33m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             1階,8.5万円,10000円,8.5万円,-,1K,25.33m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             2階,8.7万円,10000円,8.7万円,-,1K,25.2m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             3階,8.8万円,10000円,8.8万円,-,1K,25.2m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             3階,8.8万円,10000円,8.8万円,-,1K,25.2m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             4階,8.9万円,10000円,8.9万円,-,1K,25.33m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             2階,8.9万円,10000円,8.9万円,-,1DK,25.24m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             5階,9万円,10000円,9万円,-,1K,25.6m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             3階,9万円,10000円,9万円,-,1DK,25.24m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             3階,9万円,10000円,9万円,-,1DK,25.24m2
東急多摩川線 矢口渡駅 7階建 築3年,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩8分 東急多摩川線/武蔵新田駅 歩9分 東急多摩川線/下丸子駅 歩17分 , 築3年 7階建 ,             7階,9.3万円,10000円,9.3万円,-,1DK,26.09m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             1階,8.9万円,12000円,-,-,1K,25.57m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             1階,9万円,12000円,-,-,1K,25.13m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             2階,9.2万円,12000円,-,-,1K,25.57m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             3階,9.3万円,12000円,-,-,1K,25.57m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             2階,9.3万円,12000円,-,-,1K,25.13m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             4階,9.4万円,12000円,-,-,1K,25.57m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             1階,9.4万円,12000円,-,-,1DK,25.37m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             3階,9.4万円,12000円,-,-,1K,25.13m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             5階,9.5万円,12000円,-,-,1K,25.57m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             4階,9.5万円,12000円,-,-,1K,25.13m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             2階,9.7万円,12000円,-,-,1DK,25.28m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             3階,9.8万円,12000円,-,-,1DK,25.37m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             3階,9.8万円,12000円,-,-,1DK,25.28m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             3階,10.2万円,12000円,-,-,1DK,25.28m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             3階,10.55万円,12000円,-,-,1DK,25.34m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             2階,10.95万円,12000円,-,-,1DK,28.43m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             5階,11.05万円,12000円,-,-,1DK,29.5m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             3階,11.05万円,12000円,-,-,1DK,28.43m2
ＷＨＡＲＦ蒲田ｗｅｓｔ,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩16分 , 新築 5階建 ,             4階,15.05万円,18000円,-,-,1LDK,41.56m2
レイアス東矢口,東京都大田区東矢口３, 東急多摩川線/矢口渡駅 歩5分 ＪＲ京浜東北線/蒲田駅 歩13分 東急多摩川線/武蔵新田駅 歩18分 , 新築 地下1地上3階建 ,             1階,8.2万円,10000円,-,-,1DK,24.72m2
レイアス東矢口,東京都大田区東矢口３, 東急多摩川線/矢口渡駅 歩5分 ＪＲ京浜東北線/蒲田駅 歩13分 東急多摩川線/武蔵新田駅 歩18分 , 新築 地下1地上3階建 ,             1階,8.5万円,10000円,-,-,1DK,26.08m2
レイアス東矢口,東京都大田区東矢口３, 東急多摩川線/矢口渡駅 歩5分 ＪＲ京浜東北線/蒲田駅 歩13分 東急多摩川線/武蔵新田駅 歩18分 , 新築 地下1地上3階建 ,             1階,8.6万円,10000円,-,-,1DK,24.72m2
レイアス東矢口,東京都大田区東矢口３, 東急多摩川線/矢口渡駅 歩5分 ＪＲ京浜東北線/蒲田駅 歩13分 東急多摩川線/武蔵新田駅 歩18分 , 新築 地下1地上3階建 ,             3階,8.6万円,10000円,-,-,1K,24.72m2
レイアス東矢口,東京都大田区東矢口３, 東急多摩川線/矢口渡駅 歩5分 ＪＲ京浜東北線/蒲田駅 歩13分 東急多摩川線/武蔵新田駅 歩18分 , 新築 地下1地上3階建 ,             2階,8.7万円,10000円,-,-,1DK,24.72m2
レイアス東矢口,東京都大田区東矢口３, 東急多摩川線/矢口渡駅 歩5分 ＪＲ京浜東北線/蒲田駅 歩13分 東急多摩川線/武蔵新田駅 歩18分 , 新築 地下1地上3階建 ,             1階,8.9万円,10000円,-,-,1DK,26.08m2
レイアス東矢口,東京都大田区東矢口３, 東急多摩川線/矢口渡駅 歩5分 ＪＲ京浜東北線/蒲田駅 歩13分 東急多摩川線/武蔵新田駅 歩18分 , 新築 地下1地上3階建 ,             3階,9万円,10000円,-,-,1K,26.08m2
レイアス東矢口,東京都大田区東矢口３, 東急多摩川線/矢口渡駅 歩5分 ＪＲ京浜東北線/蒲田駅 歩13分 東急多摩川線/武蔵新田駅 歩18分 , 新築 地下1地上3階建 ,             3階,9.2万円,10000円,-,-,1DK,26.08m2
グランドコンシェルジュ蒲田,東京都大田区蒲田４, 京急本線/京急蒲田駅 歩4分 ＪＲ京浜東北線/蒲田駅 歩7分 京急本線/梅屋敷駅 歩12分 , 築11年 15階建 ,             7階,8.95万円,5000円,8.95万円,8.95万円,1K,22.71m2
グランドコンシェルジュ蒲田,東京都大田区蒲田４, 京急本線/京急蒲田駅 歩4分 ＪＲ京浜東北線/蒲田駅 歩7分 京急本線/梅屋敷駅 歩12分 , 築11年 15階建 ,             7階,8.95万円,5000円,8.95万円,8.95万円,1K,22.71m2
グランドコンシェルジュ蒲田,東京都大田区蒲田４, 京急本線/京急蒲田駅 歩4分 ＪＲ京浜東北線/蒲田駅 歩7分 京急本線/梅屋敷駅 歩12分 , 築11年 15階建 ,             7階,9.15万円,5000円,9.15万円,9.15万円,1K,22.71m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             1階,9.15万円,15000円,-,-,1K,26.94m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             4階,9.25万円,15000円,-,-,1K,26.04m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             2階,9.25万円,15000円,-,-,1K,25.63m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             2階,9.25万円,15000円,-,-,1K,25.57m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             3階,9.3万円,15000円,-,-,1K,25.63m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             3階,9.3万円,15000円,-,-,1K,25.57m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             2階,9.3万円,15000円,-,-,1K,25.4m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             3階,9.35万円,15000円,-,-,1K,26.94m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             4階,9.85万円,10000円,-,-,1K,25.57m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             3階,9.35万円,15000円,-,-,1K,25.4m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             1階,14.1万円,15000円,-,14.1万円,1LDK,35.25m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             2階,14.3万円,15000円,-,14.3万円,1LDK,35.25m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             3階,14.4万円,15000円,-,14.4万円,1LDK,35.25m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             4階,14.5万円,15000円,-,14.5万円,1LDK,35.25m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             1階,14.1万円,20000円,-,-,1LDK,35.25m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             2階,14.3万円,20000円,-,-,1LDK,35.25m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             3階,14.4万円,20000円,-,14.4万円,1LDK,35.25m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             3階,14.5万円,20000円,-,14.5万円,1LDK,35.25m2
ＧＥＮＯＶＩＡ鵜の木,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩5分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩10分 , 新築 5階建 ,             4階,14.5万円,20000円,-,-,1LDK,35.25m2
NJプレイス,東京都大田区蒲田４, 京急本線/京急蒲田駅 歩4分 ＪＲ京浜東北線/蒲田駅 歩7分 京急空港線/糀谷駅 歩15分 , 築13年 10階建 ,             9階,13.4万円,13000円,-,13.4万円,1LDK,37.26m2
アイル大森壱番館,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩8分 京急本線/平和島駅 歩16分 , 築10年 13階建 ,             6階,7.5万円,10000円,-,7.5万円,1K,21.75m2
アイル大森壱番館,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩8分 京急本線/平和島駅 歩16分 , 築10年 13階建 ,             6階,7.5万円,10000円,-,7.5万円,1K,21.75m2
アイル大森壱番館,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩8分 京急本線/平和島駅 歩16分 , 築10年 13階建 ,             11階,8.4万円,5000円,8.4万円,8.4万円,1K,21.75m2
アイル大森壱番館,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩8分 京急本線/平和島駅 歩16分 , 築10年 13階建 ,             11階,8.4万円,5000円,8.4万円,8.4万円,1K,21.75m2
アイル大森壱番館,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩8分 京急本線/平和島駅 歩16分 , 築10年 13階建 ,             11階,8.2万円,8000円,8.2万円,8.2万円,1K,21.6m2
アイル大森壱番館,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩8分 京急本線/平和島駅 歩16分 , 築10年 13階建 ,             11階,8.4万円,8000円,8.4万円,8.4万円,1K,21.75m2
アイル大森壱番館,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩8分 京急本線/平和島駅 歩16分 , 築10年 13階建 ,             11階,8.4万円,8000円,8.4万円,8.4万円,1K,21.6m2
京急本線 梅屋敷駅 8階建 築3年,東京都大田区東蒲田１, 京急本線/梅屋敷駅 歩5分 京急本線/京急蒲田駅 歩8分 京急本線/大森町駅 歩13分 , 築3年 8階建 ,             2階,9.9万円,10000円,9.9万円,9.9万円,1DK,25.32m2
京急本線 梅屋敷駅 8階建 築3年,東京都大田区東蒲田１, 京急本線/梅屋敷駅 歩5分 京急本線/京急蒲田駅 歩8分 京急本線/大森町駅 歩13分 , 築3年 8階建 ,             1階,10万円,10000円,10万円,10万円,1DK,25.32m2
京急本線 梅屋敷駅 8階建 築3年,東京都大田区東蒲田１, 京急本線/梅屋敷駅 歩5分 京急本線/京急蒲田駅 歩8分 京急本線/大森町駅 歩13分 , 築3年 8階建 ,             3階,10.2万円,10000円,10.2万円,10.2万円,1DK,25.32m2
京急本線 梅屋敷駅 8階建 築3年,東京都大田区東蒲田１, 京急本線/梅屋敷駅 歩5分 京急本線/京急蒲田駅 歩8分 京急本線/大森町駅 歩13分 , 築3年 8階建 ,             6階,10.4万円,10000円,10.4万円,10.4万円,1DK,25.32m2
京急本線 梅屋敷駅 8階建 築3年,東京都大田区東蒲田１, 京急本線/梅屋敷駅 歩5分 京急本線/京急蒲田駅 歩8分 京急本線/大森町駅 歩13分 , 築3年 8階建 ,             7階,12.5万円,10000円,12.5万円,12.5万円,1DK,30.19m2
京急本線 梅屋敷駅 8階建 築3年,東京都大田区東蒲田１, 京急本線/梅屋敷駅 歩5分 京急本線/京急蒲田駅 歩8分 京急本線/大森町駅 歩13分 , 築3年 8階建 ,             4階,15.6万円,12000円,15.6万円,15.6万円,1SDK,40.37m2
東急池上線 千鳥町駅 6階建 築11年,東京都大田区千鳥１, 東急池上線/千鳥町駅 歩6分 東急池上線/池上駅 歩10分 東急多摩川線/武蔵新田駅 歩12分 , 築11年 6階建 ,             4階,8.1万円,8000円,8.1万円,8.1万円,1K,25.62m2
AXAS千鳥町,東京都大田区千鳥１, 東急池上線/千鳥町駅 歩6分 東急池上線/池上駅 歩10分 東急多摩川線/武蔵新田駅 歩14分 , 築11年 6階建 ,             4階,8.1万円,8000円,8.1万円,8.1万円,1K,25.62m2
パティーナ馬込,東京都大田区中馬込２, 都営浅草線/馬込駅 歩4分 都営浅草線/西馬込駅 歩13分 東急大井町線/荏原町駅 歩15分 , 築13年 5階建 ,             4階,7.45万円,8000円,-,-,1K,20.61m2
パティーナ馬込,東京都大田区中馬込２, 都営浅草線/馬込駅 歩4分 都営浅草線/西馬込駅 歩13分 東急大井町線/荏原町駅 歩15分 , 築13年 5階建 ,             2階,9万円,7000円,-,9万円,1DK,28.97m2
パティーナ馬込,東京都大田区中馬込２, 都営浅草線/馬込駅 歩4分 都営浅草線/西馬込駅 歩13分 東急大井町線/荏原町駅 歩15分 , 築13年 5階建 ,             2階,9万円,10000円,-,9万円,1DK,28.97m2
アリシアコート多摩川,東京都大田区矢口３, 東急多摩川線/矢口渡駅 歩6分 東急多摩川線/武蔵新田駅 歩12分 東急池上線/蓮沼駅 歩18分 , 築8年 5階建 ,             4階,8.1万円,12000円,8.1万円,-,1K,25.85m2
アリシアコート多摩川,東京都大田区矢口３, 東急多摩川線/矢口渡駅 歩6分 東急多摩川線/武蔵新田駅 歩12分 東急池上線/蓮沼駅 歩18分 , 築8年 5階建 ,             5階,8.2万円,12000円,8.2万円,-,1K,25.85m2
ルークスガーデン久が原,東京都大田区久が原５, 東急池上線/千鳥町駅 歩6分 東急池上線/池上駅 歩10分 東急多摩川線/武蔵新田駅 歩13分 , 築7年 3階建 ,             3階,8.6万円,4000円,8.6万円,-,1K,28.14m2
クレヴィスタ大森西,東京都大田区大森西４, 京急本線/大森町駅 歩8分 ＪＲ京浜東北線/蒲田駅 歩19分 京急本線/梅屋敷駅 歩12分 , 築9年 7階建 ,             1階,8.2万円,15000円,-,-,1K,25.62m2
