title,address,acess,age,floor,fee,manegement_fee,deposit,qratuity,madori,menseki
ブラッサムサトウ,東京都大田区北千束３, 東急目黒線/大岡山駅 歩3分 東急大井町線/北千束駅 歩7分 東急目黒線/洗足駅 歩10分 , 築45年 3階建 ,             2階,6.8万円,-,6.8万円,6.8万円,1DK,20m2
松崎ビル,東京都大田区西蒲田６, 東急池上線/蓮沼駅 歩4分 ＪＲ京浜東北線/蒲田駅 歩9分 東急多摩川線/蒲田駅 歩10分 , 築53年 3階建 ,             2階,5.9万円,2000円,5.9万円,5.9万円,2K,28.5m2
スダアーベインハウス,東京都大田区仲六郷１, ＪＲ京浜東北線/蒲田駅 歩13分 京急本線/京急蒲田駅 歩17分 京急本線/雑色駅 歩9分 , 築37年 3階建 ,             1階,8.7万円,-,8.7万円,-,2K,30m2
東急池上線 長原駅 地下1地上3階建 築33年,東京都大田区上池台１, 東急池上線/長原駅 歩5分 東急大井町線/旗の台駅 歩9分 東急池上線/洗足池駅 歩10分 , 築33年 地下1地上3階建 ,             2階,5.9万円,4000円,5.9万円,5.9万円,1K,20m2
シャトレ柳田,東京都大田区蒲田２, 京急本線/梅屋敷駅 歩5分 京急本線/京急蒲田駅 歩13分 ＪＲ京浜東北線/蒲田駅 歩14分 , 築35年 4階建 ,             2階,6.4万円,2000円,6.4万円,6.4万円,1K,18.2m2
シャトレ柳田,東京都大田区蒲田２, 京急本線/梅屋敷駅 歩5分 京急本線/京急蒲田駅 歩13分 ＪＲ京浜東北線/蒲田駅 歩14分 , 築35年 4階建 ,             2階,6.6万円,2000円,6.6万円,-,1K,18.2m2
グレースコートＫＭ,東京都大田区西糀谷２, 京急空港線/糀谷駅 歩10分 京急空港線/大鳥居駅 歩12分 京急本線/京急蒲田駅 歩17分 , 築31年 4階建 ,             2階,7万円,4000円,7万円,7万円,1K,29.6m2
プラネット,東京都大田区東馬込１, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩14分 都営浅草線/中延駅 歩15分 , 築30年 3階建 ,             2階,6.8万円,4000円,-,-,1K,20.09m2
東急池上線 蓮沼駅 3階建 築53年,東京都大田区東矢口１, 東急池上線/蓮沼駅 歩5分 東急多摩川線/矢口渡駅 歩13分 ＪＲ京浜東北線/蒲田駅 歩16分 , 築53年 3階建 ,             2階,7万円,-,7万円,7万円,1DK,29m2
寿々木マンション,東京都大田区下丸子４, 東急多摩川線/下丸子駅 歩5分 東急多摩川線/鵜の木駅 歩7分 東急池上線/千鳥町駅 歩12分 , 築54年 3階建 ,             2階,5万円,-,5万円,5万円,2K,20.28m2
東急多摩川線 矢口渡駅 4階建 築53年,東京都大田区多摩川２, 東急多摩川線/矢口渡駅 歩4分 東急池上線/蓮沼駅 歩13分 東急多摩川線/武蔵新田駅 歩15分 , 築53年 4階建 ,             4階,5.8万円,2000円,11.6万円,-,2K,25m2
東急多摩川線 矢口渡駅 4階建 築53年,東京都大田区多摩川２, 東急多摩川線/矢口渡駅 歩4分 東急池上線/蓮沼駅 歩13分 東急多摩川線/武蔵新田駅 歩15分 , 築53年 4階建 ,             3階,6万円,3000円,12万円,-,1DK,30m2
ローリエ多摩川,東京都大田区多摩川２, 東急多摩川線/矢口渡駅 歩4分 東急池上線/蓮沼駅 歩13分 東急多摩川線/武蔵新田駅 歩15分 , 築53年 4階建 ,             4階,5.8万円,2000円,11.6万円,-,2K,25m2
南千束,東京都大田区南千束３, 東急目黒線/大岡山駅 歩5分 東急池上線/石川台駅 歩10分 東急大井町線/大岡山駅 歩5分 , 築49年 4階建 ,             2階,10.5万円,2000円,10.5万円,10.5万円,1DK,32.4m2
サイクルハイツ小堀,東京都大田区南雪谷２, 東急池上線/雪が谷大塚駅 歩2分   , 築38年 5階建 ,             3階,7.6万円,4000円,7.6万円,7.6万円,1DK,30m2
ドエル雪谷,東京都大田区南雪谷２, 東急池上線/雪が谷大塚駅 歩3分 東急池上線/御嶽山駅 歩9分 東急東横線/多摩川駅 歩19分 , 築38年 5階建 ,             2階,6.6万円,3000円,6.6万円,-,1DK,26.5m2
浜崎屋ビル,東京都大田区千鳥２, 東急多摩川線/武蔵新田駅 歩4分 東急多摩川線/矢口渡駅 歩11分 東急池上線/千鳥町駅 歩12分 , 築44年 3階建 ,             1階,6.5万円,-,6.5万円,6.5万円,1DK,22m2
東急池上線 石川台駅 3階建 築34年,東京都大田区東雪谷２, 東急池上線/石川台駅 歩1分 東急池上線/洗足池駅 歩9分 東急池上線/雪が谷大塚駅 歩11分 , 築34年 3階建 ,             2階,7.5万円,-,7.5万円,7.5万円,1DK,30m2
エクセルI,東京都大田区北糀谷１, 京急本線/京急蒲田駅 歩14分 京急本線/梅屋敷駅 歩14分 京急空港線/糀谷駅 歩16分 , 築16年 3階建 ,             3階,6.6万円,4000円,6.6万円,6.6万円,1K,20.07m2
武山ビル,東京都大田区東矢口３, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩6分 ＪＲ京浜東北線/蒲田駅 歩14分 , 築34年 4階建 ,             2階,6.7万円,-,6.7万円,6.7万円,ワンルーム,22.1m2
カバヤビル,東京都大田区中央７, 東急池上線/池上駅 歩15分 ＪＲ京浜東北線/大森駅 歩23分 ＪＲ京浜東北線/蒲田駅 歩20分 , 築52年 6階建 ,             5階,9.2万円,7990円,-,-,2DK,48.65m2
カバヤビル,東京都大田区中央７, 東急池上線/池上駅 歩15分 ＪＲ京浜東北線/大森駅 歩23分 ＪＲ京浜東北線/蒲田駅 歩20分 , 築52年 6階建 ,             6階,9.2万円,7990円,-,-,1SLDK,48.65m2
京急空港線 大鳥居駅 3階建 築37年,東京都大田区萩中３, 京急空港線/大鳥居駅 歩5分 東京モノレール/整備場駅 歩25分 京急大師線/大師橋駅 歩23分 , 築37年 3階建 ,             3階,6.5万円,-,6.5万円,6.5万円,1K,20.45m2
京急空港線 大鳥居駅 3階建 築37年,東京都大田区萩中３, 京急空港線/大鳥居駅 歩5分 東京モノレール/整備場駅 歩25分 京急大師線/大師橋駅 歩23分 , 築37年 3階建 ,             2階,7万円,-,7万円,7万円,1K,24.13m2
京急空港線 大鳥居駅 3階建 築37年,東京都大田区萩中３, 京急空港線/大鳥居駅 歩5分 東京モノレール/整備場駅 歩25分 京急大師線/大師橋駅 歩23分 , 築37年 3階建 ,             2階,7万円,-,7万円,7万円,1K,21.19m2
京急空港線 糀谷駅 3階建 築29年,東京都大田区西糀谷３, 京急空港線/糀谷駅 歩5分 京急空港線/大鳥居駅 歩10分 京急本線/京急蒲田駅 歩15分 , 築29年 3階建 ,             3階,6.9万円,3000円,6.9万円,6.9万円,ワンルーム,17.12m2
リバティ池上,東京都大田区池上７, 東急池上線/池上駅 歩7分 東急多摩川線/武蔵新田駅 歩10分 東急多摩川線/矢口渡駅 歩11分 , 築36年 3階建 ,             2階,4.8万円,-,4.8万円,-,1K,17m2
ヒルサイド山王,東京都大田区山王４, ＪＲ京浜東北線/大森駅 歩13分 都営浅草線/馬込駅 歩13分 都営浅草線/西馬込駅 歩18分 , 築37年 3階建 ,             1階,11.5万円,-,11.5万円,-,2DK,48m2
ア－バンコ－ト,東京都大田区上池台１, 東急池上線/長原駅 歩4分 東急池上線/洗足池駅 歩9分 東急大井町線/旗の台駅 歩11分 , 築33年 2階建 ,             1階,6.7万円,3000円,6.7万円,-,1K,23.57m2
ジョイントファミーユＢ棟,東京都大田区南雪谷２, 東急池上線/雪が谷大塚駅 歩1分 東急池上線/石川台駅 歩11分 東急池上線/御嶽山駅 歩11分 , 築38年 3階建 ,             1階,7.5万円,-,7.5万円,7.5万円,1DK,23.18m2
ハイムドラド,東京都大田区東馬込１, 都営浅草線/馬込駅 歩3分 都営浅草線/中延駅 歩13分 東急大井町線/荏原町駅 歩13分 , 築25年 2階建 ,             2階,7.4万円,4000円,-,7.4万円,ワンルーム,27.06m2
ロータス山王,東京都大田区山王２, ＪＲ京浜東北線/大森駅 歩2分   , 築22年 地下1地上3階建 ,             3階,7.3万円,-,7.3万円,-,ワンルーム,18.63m2
ナカヤマハウス,東京都大田区北千束３, 東急目黒線/大岡山駅 歩3分 東急大井町線/旗の台駅 歩23分 東急東横線/自由が丘駅 歩23分 , 築29年 5階建 ,             2階,6.2万円,3000円,6.2万円,-,1K,18.63m2
ナカヤマハウス,東京都大田区北千束３, 東急目黒線/大岡山駅 歩3分 東急大井町線/旗の台駅 歩23分 東急東横線/自由が丘駅 歩23分 , 築29年 5階建 ,             2階,6.2万円,3000円,6.2万円,-,1K,18.63m2
ナカヤマハウス,東京都大田区北千束３, 東急目黒線/大岡山駅 歩3分 東急大井町線/旗の台駅 歩23分 東急東横線/自由が丘駅 歩23分 , 築29年 5階建 ,             3階,6.2万円,3000円,6.2万円,-,1K,18.63m2
パークサイド田中,東京都大田区中央１, ＪＲ京浜東北線/大森駅 歩13分 都営浅草線/西馬込駅 歩21分 京急本線/平和島駅 歩23分 , 築21年 3階建 ,             1階,7万円,3000円,7万円,7万円,1K,23.26m2
パークサイド田中,東京都大田区中央１, ＪＲ京浜東北線/大森駅 歩13分 都営浅草線/西馬込駅 歩21分 京急本線/平和島駅 歩23分 , 築21年 3階建 ,             1階,7万円,3000円,7万円,-,1K,23.26m2
田中ハイツ,東京都大田区大森西５, 京急本線/大森町駅 歩8分 京急本線/梅屋敷駅 歩12分  , 築35年 3階建 ,             3階,5.6万円,-,5.6万円,5.6万円,1K,21.24m2
都営浅草線 西馬込駅 6階建 築29年,東京都大田区仲池上２, 都営浅草線/西馬込駅 歩13分 東急池上線/池上駅 歩15分 東急多摩川線/武蔵新田駅 歩23分 , 築29年 6階建 ,             2階,6万円,5000円,-,-,1K,18.49m2
西六郷ダイヤモンドマンション,東京都大田区西六郷３, 京急本線/六郷土手駅 歩12分   , 築41年 5階建 ,             4階,9.9万円,-,9.9万円,9.9万円,1SDK,41.19m2
新井マンション,東京都大田区東六郷１, 京急本線/雑色駅 歩7分 京急空港線/糀谷駅 歩14分 京急本線/京急蒲田駅 歩16分 , 築33年 3階建 ,             2階,5.2万円,3000円,5.2万円,5.2万円,ワンルーム,15m2
新井マンション,東京都大田区東六郷１, 京急本線/雑色駅 歩7分 京急空港線/糀谷駅 歩14分 京急本線/京急蒲田駅 歩16分 , 築33年 3階建 ,             3階,6.2万円,3000円,6.2万円,6.2万円,ワンルーム,18m2
ヴィラ・ド・ソメイユ,東京都大田区久が原３, 東急池上線/久が原駅 歩9分 東急池上線/御嶽山駅 歩17分 東急池上線/千鳥町駅 歩14分 , 築34年 3階建 ,             3階,6.5万円,-,6.5万円,6.5万円,1K,19.44m2
メゾン１５,東京都大田区東雪谷１, 東急池上線/洗足池駅 歩6分 東急池上線/石川台駅 歩6分 東急池上線/雪が谷大塚駅 歩13分 , 築38年 3階建 ,             3階,6万円,-,6万円,6万円,1K,17.6m2
ＡＩグローバルビル,東京都大田区山王３, ＪＲ京浜東北線/大森駅 歩5分   , 築36年 3階建 ,             1階,17.5万円,-,17.5万円,17.5万円,2DK,31.28m2
ベルメゾン山王,東京都大田区山王１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/立会川駅 歩19分 京急本線/大森海岸駅 歩13分 , 築44年 4階建 ,             3階,9.5万円,5000円,9.5万円,-,1DK,32.5m2
サンルミナスＢ棟,東京都大田区北千束１, 東急目黒線/大岡山駅 歩3分 東急大井町線/緑が丘駅 歩12分 東急東横線/都立大学駅 歩21分 , 築32年 3階建 ,             2階,7.1万円,3000円,7.1万円,7.1万円,1K,21.06m2
サンルミナスＢ棟,東京都大田区北千束１, 東急目黒線/大岡山駅 歩3分 東急大井町線/緑が丘駅 歩12分 東急東横線/都立大学駅 歩21分 , 築32年 3階建 ,             3階,7.2万円,3000円,7.2万円,7.2万円,1K,21.06m2
東急池上線 雪が谷大塚駅 8階建 築32年,東京都大田区雪谷大塚町, 東急池上線/雪が谷大塚駅 歩3分 東急池上線/御嶽山駅 歩10分 東急東横線/多摩川駅 歩18分 , 築32年 8階建 ,             3階,7.2万円,3000円,7.2万円,-,1K,22.03m2
コーポ・マキ,東京都大田区南六郷２, 京急本線/雑色駅 歩7分 京急本線/六郷土手駅 歩19分  , 築32年 3階建 ,             2階,5.8万円,1000円,5.8万円,5.8万円,ワンルーム,17.28m2
第６１シンエイビル,東京都大田区東蒲田１, 京急本線/梅屋敷駅 歩1分 京急空港線/京急蒲田駅 歩9分 京急本線/大森町駅 歩9分 , 築36年 11階建 ,             10階,8万円,5000円,8万円,-,1DK,32.76m2
京急本線 六郷土手駅 3階建 築39年,東京都大田区仲六郷４, 京急本線/六郷土手駅 歩2分 ＪＲ京浜東北線/川崎駅 歩23分 京急大師線/港町駅 歩13分 , 築39年 3階建 ,             2階,7.5万円,2000円,7.5万円,7.5万円,1DK,33.23m2
ベルサイユ池上第２,東京都大田区池上６, 東急池上線/池上駅 歩7分 東急池上線/蓮沼駅 歩7分 東急多摩川線/矢口渡駅 歩14分 , 築37年 4階建 ,             3階,4.8万円,10000円,-,-,1K,16m2
東急池上線 池上駅 4階建 築37年,東京都大田区池上６, 東急池上線/池上駅 歩7分 東急池上線/蓮沼駅 歩7分 東急多摩川線/矢口渡駅 歩14分 , 築37年 4階建 ,             3階,4.8万円,10000円,-,-,1K,16m2
東急池上線 池上駅 4階建 築37年,東京都大田区池上６, 東急池上線/池上駅 歩7分 東急池上線/蓮沼駅 歩7分 東急多摩川線/矢口渡駅 歩14分 , 築37年 4階建 ,             3階,4.8万円,10000円,-,-,ワンルーム,16m2
都営浅草線 馬込駅 6階建 築44年,東京都大田区東馬込１, 都営浅草線/馬込駅 歩1分 東急大井町線/荏原町駅 歩12分 ＪＲ横須賀線/西大井駅 歩17分 , 築44年 6階建 ,             5階,22万円,5000円,22万円,22万円,3LDK,70m2
東急多摩川線 武蔵新田駅 4階建 築35年,東京都大田区矢口２, 東急多摩川線/武蔵新田駅 歩7分 東急多摩川線/矢口渡駅 歩10分  , 築35年 4階建 ,             3階,6.5万円,2000円,6.5万円,6.5万円,ワンルーム,23.1m2
東急多摩川線 武蔵新田駅 4階建 築35年,東京都大田区矢口２, 東急多摩川線/武蔵新田駅 歩7分 東急多摩川線/矢口渡駅 歩10分  , 築35年 4階建 ,             3階,6.8万円,2000円,6.8万円,6.8万円,ワンルーム,28m2
サンヒルズ南馬込,東京都大田区南馬込２, ＪＲ京浜東北線/大森駅 歩14分 都営浅草線/馬込駅 歩12分 都営浅草線/西馬込駅 歩14分 , 築32年 3階建 ,             3階,9.5万円,3000円,9.5万円,9.5万円,2K,33.22m2
東急東横線 多摩川駅 3階建 築33年,東京都大田区田園調布１, 東急東横線/多摩川駅 歩9分 東急東横線/田園調布駅 歩13分 東急池上線/雪が谷大塚駅 歩12分 , 築33年 3階建 ,             3階,6万円,2000円,6万円,-,1K,19.79m2
東急多摩川線 矢口渡駅 3階建 築60年,東京都大田区新蒲田３, 東急多摩川線/矢口渡駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩14分 東急池上線/蓮沼駅 歩11分 , 築60年 3階建 ,             3階,8.2万円,3000円,8.2万円,-,1K,30m2
ジュエット馬込,東京都大田区北馬込２, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩9分 都営浅草線/中延駅 歩11分 , 築36年 地下1地上3階建 ,             3階,6.8万円,-,-,-,1K,25m2
ジュエット馬込,東京都大田区北馬込２, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩9分 都営浅草線/中延駅 歩11分 , 築36年 地下1地上3階建 ,             1階,6.5万円,3000円,-,-,1K,22.77m2
ジュエット馬込,東京都大田区北馬込２, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩9分 都営浅草線/中延駅 歩11分 , 築36年 地下1地上3階建 ,             3階,7万円,3000円,7万円,7万円,ワンルーム,22m2
ジュエット馬込,東京都大田区北馬込２, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩9分 都営浅草線/中延駅 歩11分 , 築36年 地下1地上3階建 ,             2階,7万円,3000円,7万円,7万円,ワンルーム,26m2
コーポ羽賀,東京都大田区北馬込２, 都営浅草線/馬込駅 歩8分 東急大井町線/中延駅 歩8分 ＪＲ横須賀線/西大井駅 歩15分 , 築39年 3階建 ,             2階,6万円,-,6万円,-,1K,19.44m2
福島第3ビル,東京都大田区仲池上２, 都営浅草線/西馬込駅 歩12分 東急池上線/久が原駅 歩20分 東急池上線/池上駅 歩20分 , 築40年 3階建 ,             3階,10万円,3000円,10万円,10万円,2K,40m2
東急池上線 長原駅 3階建 築48年,東京都大田区上池台１, 東急池上線/長原駅 歩1分 東急池上線/旗の台駅 歩9分 東急大井町線/旗の台駅 歩9分 , 築48年 3階建 ,             2階,12万円,2000円,12万円,12万円,1LDK,44.5m2
セイシェル,東京都大田区北千束２, 東急大井町線/北千束駅 歩1分 東急目黒線/洗足駅 歩8分 東急大井町線/旗の台駅 歩14分 , 築26年 3階建 ,             1階,6.9万円,4000円,-,-,1K,22.6m2
リバーサイド塩沢V,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩8分 東急池上線/蓮沼駅 歩13分 ＪＲ京浜東北線/蒲田駅 歩19分 , 築35年 3階建 ,             3階,5.4万円,5000円,5.4万円,5.4万円,1K,16.2m2
東急多摩川線 矢口渡駅 3階建 築35年,東京都大田区新蒲田２, 東急多摩川線/矢口渡駅 歩8分 東急池上線/蓮沼駅 歩13分 ＪＲ京浜東北線/蒲田駅 歩19分 , 築35年 3階建 ,             3階,5.4万円,5000円,5.4万円,5.4万円,1K,16.2m2
クリオ鵜の木壱番館,東京都大田区鵜の木２, 東急多摩川線/鵜の木駅 歩3分 東急池上線/久が原駅 歩9分 東急多摩川線/下丸子駅 歩11分 , 築33年 6階建 ,             3階,7.4万円,10500円,-,7.4万円,1K,16.06m2
京急本線 六郷土手駅 3階建 築28年,東京都大田区仲六郷４, 京急本線/六郷土手駅 歩6分 ＪＲ京浜東北線/蒲田駅 歩30分 京急本線/雑色駅 歩11分 , 築28年 3階建 ,             1階,5.2万円,-,5.2万円,-,ワンルーム,17.39m2
ベルデ南千束,東京都大田区南千束３, 東急大井町線/大岡山駅 歩12分 東急池上線/石川台駅 歩5分 東急池上線/洗足池駅 歩7分 , 築25年 5階建 ,             3階,6.9万円,5000円,6.9万円,-,1K,27m2
サングレイス吉田,東京都大田区中央４, 都営浅草線/西馬込駅 歩14分 ＪＲ京浜東北線/大森駅 歩18分 東急池上線/池上駅 歩20分 , 築28年 3階建 ,             1階,7.9万円,3000円,7.9万円,-,1DK,36.94m2
サングレイス吉田,東京都大田区中央４, 都営浅草線/西馬込駅 歩14分 ＪＲ京浜東北線/大森駅 歩18分 東急池上線/池上駅 歩20分 , 築28年 3階建 ,             3階,8.6万円,3000円,8.6万円,8.6万円,1DK,36.73m2
馬込ハイツ,東京都大田区南馬込５, 都営浅草線/西馬込駅 歩1分   , 築47年 4階建 ,             4階,12万円,-,12万円,12万円,2DK,46m2
ガーデンプラザ池上,東京都大田区池上６, 東急池上線/池上駅 歩3分 東急池上線/千鳥町駅 歩14分 東急多摩川線/武蔵新田駅 歩18分 , 築29年 5階建 ,             4階,5.9万円,2000円,5.9万円,5.9万円,1K,18.15m2
手塚コーポ,東京都大田区東矢口２, 東急多摩川線/矢口渡駅 歩3分 東急池上線/蓮沼駅 歩11分 東急池上線/池上駅 歩16分 , 築51年 3階建 ,             3階,6万円,5000円,6万円,6万円,2K,30.22m2
京急空港線 糀谷駅 3階建 築34年,東京都大田区南蒲田３, 京急空港線/糀谷駅 歩5分   , 築34年 3階建 ,             2階,5.67万円,-,5.67万円,5.67万円,1K,15m2
セントラルコ－ト,東京都大田区大森本町２, 京急本線/平和島駅 歩3分 京急本線/大森町駅 歩12分 ＪＲ京浜東北線/大森駅 歩22分 , 築32年 6階建 ,             5階,6.95万円,4000円,6.95万円,-,1K,22.4m2
セントラルコ－ト,東京都大田区大森本町２, 京急本線/平和島駅 歩3分 京急本線/大森町駅 歩12分 ＪＲ京浜東北線/大森駅 歩22分 , 築32年 6階建 ,             3階,6.95万円,4000円,6.95万円,-,1K,22.4m2
誠ビル,東京都大田区北千束１, 東急目黒線/大岡山駅 歩5分 東急大井町線/緑が丘駅 歩12分 東急大井町線/北千束駅 歩14分 , 築58年 4階建 ,             3階,4万円,3000円,4万円,4万円,1DK,19.83m2
誠ビル,東京都大田区北千束１, 東急目黒線/大岡山駅 歩5分 東急大井町線/緑が丘駅 歩12分 東急大井町線/北千束駅 歩14分 , 築58年 4階建 ,             3階,7.2万円,-,7.2万円,7.2万円,1DK,28.6m2
誠ビル,東京都大田区北千束１, 東急目黒線/大岡山駅 歩5分 東急大井町線/緑が丘駅 歩12分 東急大井町線/北千束駅 歩14分 , 築58年 4階建 ,             3階,7万円,3000円,7万円,7万円,1DK,28.6m2
誠ビル,東京都大田区北千束１, 東急目黒線/大岡山駅 歩5分 東急大井町線/緑が丘駅 歩12分 東急大井町線/北千束駅 歩14分 , 築58年 4階建 ,             3階,7.2万円,3000円,7.2万円,7.2万円,1DK,28.6m2
誠ビル,東京都大田区北千束１, 東急目黒線/大岡山駅 歩5分 東急大井町線/緑が丘駅 歩12分 東急大井町線/北千束駅 歩14分 , 築58年 4階建 ,             3階,7.2万円,3000円,7.2万円,7.2万円,1DK,26.44m2
ＪＲ京浜東北線 大森駅 3階建 築36年,東京都大田区大森西２, ＪＲ京浜東北線/大森駅 歩16分 ＪＲ京浜東北線/蒲田駅 歩21分 京急本線/平和島駅 歩7分 , 築36年 3階建 ,             1階,8.5万円,5000円,8.5万円,-,1LDK,33.27m2
アクトピア旗の台２番館,東京都大田区北馬込１, 東急池上線/旗の台駅 歩7分 東急池上線/長原駅 歩5分 東急大井町線/旗の台駅 歩7分 , 築33年 4階建 ,             3階,5.9万円,6000円,5.9万円,5.9万円,ワンルーム,17.68m2
ベルメゾン山王,東京都大田区山王２, ＪＲ京浜東北線/大森駅 歩5分   , 築35年 3階建 ,             3階,13.4万円,11000円,13.4万円,13.4万円,1DK,44.2m2
ジョイフル洗足池,東京都大田区上池台２, 東急池上線/洗足池駅 歩5分 東急池上線/石川台駅 歩11分 東急池上線/長原駅 歩11分 , 築35年 4階建 ,             2階,6万円,5000円,-,-,1K,16.5m2
ジョイフル洗足池,東京都大田区上池台２, 東急池上線/洗足池駅 歩5分 東急池上線/石川台駅 歩11分 東急池上線/長原駅 歩11分 , 築35年 4階建 ,             2階,6万円,5000円,-,-,1K,16.5m2
宗川マンション,東京都大田区南馬込５, 都営浅草線/西馬込駅 歩7分 都営浅草線/馬込駅 歩10分 東急大井町線/荏原町駅 歩20分 , 築51年 3階建 ,             3階,6.7万円,2000円,6.7万円,6.7万円,1K,22.5m2
宗川マンション,東京都大田区南馬込５, 都営浅草線/西馬込駅 歩7分 都営浅草線/馬込駅 歩10分 東急大井町線/荏原町駅 歩20分 , 築51年 3階建 ,             3階,7万円,2000円,7万円,7万円,ワンルーム,22.5m2
レオパレスエスペランサ,東京都大田区西糀谷２, 京急空港線/大鳥居駅 歩14分 京急空港線/糀谷駅 歩15分 京急本線/梅屋敷駅 歩17分 , 築18年 3階建 ,             2階,6.6万円,5500円,-,6.6万円,1K,21.11m2
レオパレスエスペランサ,東京都大田区西糀谷２, 京急空港線/大鳥居駅 歩14分 京急空港線/糀谷駅 歩15分 京急本線/梅屋敷駅 歩17分 , 築18年 3階建 ,             3階,6.7万円,5500円,-,6.7万円,1K,21.11m2
レオパレスエスペランサ,東京都大田区西糀谷２, 京急空港線/大鳥居駅 歩14分 京急空港線/糀谷駅 歩15分 京急本線/梅屋敷駅 歩17分 , 築18年 3階建 ,             2階,6.7万円,5500円,-,6.7万円,1K,21.11m2
レオパレスエスペランサ,東京都大田区西糀谷２, 京急空港線/大鳥居駅 歩14分 京急空港線/糀谷駅 歩15分 京急本線/梅屋敷駅 歩17分 , 築18年 3階建 ,             3階,6.8万円,5500円,-,6.8万円,1K,21.11m2
ボンヌフォーレ染谷,東京都大田区中央７, 東急池上線/池上駅 歩14分 都営浅草線/西馬込駅 歩19分 ＪＲ京浜東北線/大森駅 歩23分 , 築36年 4階建 ,             4階,10.9万円,-,10.9万円,10.9万円,2DK,45.64m2
山田ビル,東京都大田区北千束３, 東急目黒線/大岡山駅 歩4分 東急大井町線/北千束駅 歩10分 東急池上線/石川台駅 歩13分 , 築31年 3階建 ,             2階,8.1万円,-,8.1万円,-,ワンルーム,26.5m2
京急空港線 糀谷駅 9階建 築28年,東京都大田区本羽田１, 京急空港線/糀谷駅 歩15分 京急本線/雑色駅 歩18分 京急空港線/大鳥居駅 歩22分 , 築28年 9階建 ,             9階,12.5万円,-,12.5万円,12.5万円,2DK,47.65m2
京急本線 京急蒲田駅 3階建 築32年,東京都大田区蒲田２, 京急本線/京急蒲田駅 歩9分 京急本線/梅屋敷駅 歩9分 ＪＲ京浜東北線/蒲田駅 歩11分 , 築32年 3階建 ,             1階,5.4万円,4000円,5.4万円,5.4万円,1K,17.16m2
京急空港線 穴守稲荷駅 11階建 築36年,東京都大田区大森南５, 京急空港線/穴守稲荷駅 歩18分 京急空港線/大鳥居駅 歩19分 東京モノレール/昭和島駅 歩21分 , 築36年 11階建 ,             5階,10.8万円,17000円,-,-,2LDK,52.47m2
メゾン大岡山,東京都大田区北千束１, 東急目黒線/大岡山駅 歩6分 東急東横線/都立大学駅 歩18分 東急大井町線/緑が丘駅 歩14分 , 築35年 3階建 ,             3階,7.2万円,-,7.2万円,7.2万円,ワンルーム,20m2
メゾン大岡山,東京都大田区北千束１, 東急目黒線/大岡山駅 歩6分 東急東横線/都立大学駅 歩18分 東急大井町線/緑が丘駅 歩14分 , 築35年 3階建 ,             3階,7.5万円,3000円,7.5万円,7.5万円,ワンルーム,19.5m2
メゾン大岡山,東京都大田区北千束１, 東急目黒線/大岡山駅 歩6分 東急東横線/都立大学駅 歩18分 東急大井町線/緑が丘駅 歩14分 , 築35年 3階建 ,             3階,7.5万円,3000円,7.5万円,7.5万円,ワンルーム,19.5m2
メゾン大岡山,東京都大田区北千束１, 東急目黒線/大岡山駅 歩6分 東急東横線/都立大学駅 歩18分 東急大井町線/緑が丘駅 歩14分 , 築35年 3階建 ,             3階,7.5万円,3000円,7.5万円,7.5万円,ワンルーム,19.5m2
エクセレントコート東六郷,東京都大田区東六郷２, 京急本線/雑色駅 歩4分 京急本線/六郷土手駅 歩13分 京急大師線/港町駅 歩18分 , 築35年 地下1地上4階建 ,             4階,6.5万円,4000円,6.5万円,-,ワンルーム,20.8m2
白富士荘,東京都大田区仲六郷２, 京急本線/雑色駅 歩4分 ＪＲ京浜東北線/蒲田駅 歩15分 京急本線/六郷土手駅 歩18分 , 築52年 3階建 ,             3階,5万円,-,5万円,10万円,2K,26.4m2
白富士荘,東京都大田区仲六郷２, 京急本線/雑色駅 歩4分 ＪＲ京浜東北線/蒲田駅 歩15分 京急本線/六郷土手駅 歩18分 , 築52年 3階建 ,             2階,5万円,-,5万円,10万円,2K,26.4m2
ホームポート,東京都大田区北馬込２, 都営浅草線/馬込駅 歩9分 東急大井町線/荏原町駅 歩9分 都営浅草線/中延駅 歩13分 , 築32年 3階建 ,             1階,6.4万円,-,6.4万円,-,ワンルーム,21m2
東急大井町線 大岡山駅 3階建 築34年,東京都大田区北千束１, 東急大井町線/大岡山駅 歩4分 東急目黒線/洗足駅 歩12分 東急東横線/都立大学駅 歩17分 , 築34年 3階建 ,             2階,6.5万円,-,6.5万円,6.5万円,1K,24.05m2
グレース大岡山,東京都大田区北千束１, 東急大井町線/大岡山駅 歩4分 東急目黒線/洗足駅 歩12分 東急東横線/都立大学駅 歩17分 , 築34年 3階建 ,             2階,6.5万円,-,6.5万円,6.5万円,1K,24.05m2
